cod_adm,type_abb,name,denom_abb,denom_ext,denom_emp,name_abb,global_id,year_ctr,annofine,st_length
4335,STR,STRADA,DELLA SILIGATA,DELLA SILIGATA,SILIGATA,STR DELLA SILIGATA,{5FCE4793-6822-4A76-A2A1-7435AAE176D9},,,1509.01790573000
4340,VIA,VIA,I. SILONE,IGNAZIO SILONE,SILONE,VIA I. SILONE,{7E36998B-7615-49AD-B1F2-8B014B46ED43},,,226.55842618800
4345,VIA,VIA,A. SIMONCELLI,ALESSANDRO SIMONCELLI,SIMONCELLI,VIA A. SIMONCELLI,{43F4B347-C43A-4E16-9B08-5B6BD0CFC580},,,155.21154630300
4350,STR,STRADA,DEGLI SMINATORI,DEGLI SMINATORI,SMINATORI,STR DEGLI SMINATORI,{B873DEFC-93B8-49C1-8EB0-54C8D2309F93},,,499.75336225500
4360,VIA,VIA,S. SONNINO,SIDNEY SONNINO,SONNINO,VIA S. SONNINO,{5AC30107-AE75-4DCE-A4AD-FB8067B05D80},,,234.08212203200
4365,VIA,VIA,PER SORIA,PER SORIA,SORIA,VIA PER SORIA,{088415E0-F752-453F-976C-E0ECA77280A8},,,996.92276143700
4370,VIA,VIA,SOTTO LA ROCCHETTA,SOTTO LA ROCCHETTA,SOTTO LA ROCCHETTA,V. SOTTO LA ROCCHETTA,{4118018E-CC11-41EE-8BB8-37AB4DD2BDC8},,,90.01430142760
4375,VIA,VIA,SOTTO LE MURA,SOTTO LE MURA,SOTTO LE MURA,VIA SOTTO LE MURA,{EA4522F6-E7FF-48C4-ACB7-0FA31E1F6D76},,,48.09791128940
4380,STR,STRADA,SOTTO LE SELVE,DI SOTTO LE SELVE,SOTTO LE SELVE,STR SOTTO LE SELVE,{1835337C-2D4F-47A0-A25A-E49FA59FE748},,,1319.33274146000
4385,VIA,VIA,A. SPADA,ALBERTO SPADA,SPADA,VIA A. SPADA,{8002DEE4-83B4-41DF-94E0-FFB097A057D9},,,96.07521914280
4390,VIA,VIA,L. SPALLANZANI,LAZZARO SPALLANZANI,SPALLANZANI,VIA L. SPALLANZANI,{BDFA3F05-39CE-4A1E-8CB2-8F269E55FB8A},,,115.07216810300
4395,VIA,VIA,T. SPERI,TITO SPERI,SPERI,VIA T. SPERI,{4EA0740C-E336-4E5F-AF11-9A8717E23501},,,79.54325184580
4410,STR,STRADA,STAZIONE GALLERIA,DELLA STAZIONE GALLERIA,STAZIONE,STR STAZIONE GALLERIA,{E1C496EA-BBB8-4055-B8CA-649A3AAA8FDE},,,482.55821915000
4415,STR,STRADA,G. STEFANI,GIOVANNI STEFANI,STEFANI,STR G. STEFANI,{3F577DEA-E307-4EEA-8C83-7C6271499D06},,,231.34416500500
4417,PZA,PIAZZA,M. STEFANINI,MARCELLO STEFANINI,STEFANINI,PZA M. STEFANINI,{2220B314-CB9E-4624-8BB2-420BAAE0E9BE},,,79.47992117730
4420,VIA,VIA,DELLO STELVIO,DELLO STELVIO,STELVIO,VIA DELLO STELVIO,{C7F3D8D8-1AC4-4A05-9A17-C8E317D99B9D},,,52.68139241880
4425,VLE,VIALE,STOCCOLMA,STOCCOLMA,STOCCOLMA,VLE STOCCOLMA,{83B71945-1E7E-43B3-9DC4-BEC43BDE0EB6},,,105.71009834600
4430,VIA,VIA,A. STOPPANI,ANTONIO STOPPANI,STOPPANI,VIA A. STOPPANI,{FAAA22A9-794A-43E3-9004-8663206EFA99},,,276.73161746800
4432,VIA,VIA,MONS.STRAMIGIOLI,MONSIGNORE FRANCESCO STRAMIGIOLI,STRAMIGIOLI,V. MONS.STRAMIGIOLI,{A4D4340D-584B-4E4B-BECC-2E3FBB75846B},,,175.40749798500
4435,VIA,VIA,STRASBURGO,STRASBURGO,STRASBURGO,VIA STRASBURGO,{9AE8579D-67CF-49EC-9939-52C016DA6D9F},,,46.68953644870
4440,VIA,VIA,STRETTA,STRETTA,STRETTA,VIA STRETTA,{91EEC5C7-C8B3-4CDE-8B6A-F0E8152FE745},,,30.81405234800
4445,STR,STRADA,DI STROPPATO,DI STROPPATO,STROPPATO,STR DI STROPPATO,{986F1D0B-537A-4371-B145-C774F740EE17},,,2511.29465246000
4450,VIA,VIA,DON LUIGI STURZO,DON LUIGI STURZO,STURZO,VIA DON LUIGI STURZO,{5AFBD7A9-9195-4F3D-92C4-839D3A7CA438},,,396.33662527300
4455,VIA,VIA,G. F. SUPERCHI,GIAN FRANCESCO SUPERCHI,SUPERCHI,VIA G. F. SUPERCHI,{4E6C1221-8ACD-49FF-8123-C12020F0BC7C},,,291.86577050100
4460,VIA,VIA,TAGLIAMENTO,TAGLIAMENTO,TAGLIAMENTO,VIA TAGLIAMENTO,{D75B92C9-4689-4E7E-8C78-320DFB3B1CAA},,,66.37954057910
4465,VIA,VIA,S. TALEVI,SALVATORE TALEVI,TALEVI,VIA S. TALEVI,{DC0B702E-55ED-404F-BA6D-61500E93942C},,,320.76570518600
4470,VIA,VIA,L. TANARI,LUIGI TANARI,TANARI,VIA L. TANARI,{44E01CD1-2516-4D31-9410-8E1A91FAD905},,,74.41162612320
4475,VIA,VIA,TARO,TARO,TARO,VIA TARO,{D3A3EB05-6A5F-45D7-AEDD-8284AC20CC99},,,139.66212798200
4480,VIA,VIA,G. TARTINI,GIUSEPPE TARTINI,TARTINI,VIA G. TARTINI,{FE0850A2-CE0C-4676-B69F-5C80A3A7465B},,,187.75719355700
4485,VIA,VIA,TASINO,TASINO,TASINO,VIA TASINO,{9DCC0D4A-268E-46EE-B188-614442AD167D},,,366.72078189700
4490,VIA,VIA,T. TASSO,TORQUATO TASSO,TASSO,VIA T. TASSO,{5E81B34D-7DA6-49BF-99E7-66C0B58A9FDE},,,93.14042517600
4495,VIA,VIA,E. TAZZOLI,ENRICO TAZZOLI,TAZZOLI,VIA E. TAZZOLI,{818BC915-6FF1-4711-AB14-C6A89A230105},,,99.41517440390
4505,VIA,VIA,DEL TEATRO,DEL TEATRO,TEATRO,VIA DEL TEATRO,{553C1123-8183-4699-BF92-F0B673F7CD02},,,148.99009457200
4510,VIA,VIA,TEBALDI,TEBALDI,TEBALDI,VIA TEBALDI,{D16C8C3C-F406-4D6B-86B1-1057C98218D4},,,80.70313278280
4511,VIA,VIA,DELLA TECNICA,DELLA TECNICA,TECNICA,VIA DELLA TECNICA,{416973C3-1241-4F51-BB42-3FFD0888FAD4},,,398.76919240800
4512,VIA,VIA,TECNOLOGIA,DELLA TECNOLOGIA,TECNOLOGIA,VIA TECNOLOGIA,{B83D7400-5CEC-474B-871B-4361778CC6A4},,,558.09241055600
4515,VIA,VIA,B. TELESIO,BERNARDINO TELESIO,TELESIO,VIA B. TELESIO,{80CA9D86-81D7-48D2-8B20-AD5247414E00},,,67.58120626420
4520,VIA,VIA,P. TERENZI,PIETRO TERENZI,TERENZI,VIA P. TERENZI,{D189CA8E-2428-4EF5-8F75-8B5953420B0F},,,108.63799234800
4525,VIA,VIA,TERNI,TERNI,TERNI,VIA TERNI,{66062E40-19FC-43CA-B40E-CE5DC0A88A61},,,268.50859735500
4530,VIA,VIA,F. TERZI,FILIPPO TERZI,TERZI,VIA F. TERZI,{3608777F-71BB-4385-B42D-718CD4ABEA8E},,,107.38622307100
4535,VIA,VIA,F.LLI TESEI,F.LLI TESEI,TESEI,VIA F.LLI TESEI,{F583EE0A-C28D-4E56-B500-DB225EE40A51},,,64.55688801960
4540,VIA,VIA,P. TETTAMANZI,PIETRO TETTAMANZI,TETTAMANZI,VIA P. TETTAMANZI,{465D8211-3FD7-42AF-9446-3E16D99A8416},,,125.71621141200
4545,VIA,VIA,TEVERE,TEVERE,TEVERE,VIA TEVERE,{D1FD76AD-A4E8-441F-BAA4-046470EC279E},,,233.28677373100
4560,VIA,VIA,TIRSO,TIRSO,TIRSO,VIA TIRSO,{9C7A0962-5942-4DB8-85AB-CBF38436AE5C},,,73.65103534940
4567,VIA,VIA,TOLMEZZO,TOLMEZZO,TOLMEZZO,VIA TOLMEZZO,{7CC795F6-4C54-4831-AE77-C2F2E84F1CF7},,,160.71497174100
4570,VIA,VIA,TOLMINO,TOLMINO,TOLMINO,VIA TOLMINO,{1D4957A4-E3AB-4EB3-B32C-740394C39713},,,464.69810305900
4573,VIA,VIA,L. TOMASINI,LUIGI TOMASINI,TOMASINI,VIA L. TOMASINI,{9E5FF196-6E69-4402-8187-F1E594386D2C},,,381.85692528500
4575,VIA,VIA,U. TOMBESI,UGO TOMBESI,TOMBESI,VIA U. TOMBESI,{177FF8E5-B619-418E-AC01-252D9228A265},,,516.61711450000
4580,VIA,VIA,N. TOMMASEO,NICCOLO' TOMMASEO,TOMMASEO,VIA N. TOMMASEO,{AB0C6F91-D012-46E5-8FD8-DF6C048FA001},,,162.13466660300
4585,VIA,VIA,T. TOMMASI,TOMMASO TOMMASI,TOMMASI,VIA T. TOMMASI,{31E37665-1DDF-4841-B3CF-2A1DA9C4D5F5},,,111.61296734500
4655,LGO,LARGO,TRE MARTIRI,TRE MARTIRI,TRE MARTIRI,LGO TRE MARTIRI,{29FFC87A-6080-48C4-84EA-99428DABF04D},,,119.29808113700
4590,STR,STRADA,DI TORCIVIA,DI TORCIVIA,TORCIVIA,STR DI TORCIVIA,{2499EEEF-EDDB-4060-BE72-7612B2E65EDD},,,1571.48909338000
4595,VIA,VIA,G. TORELLI,GIACOMO TORELLI,TORELLI,VIA G. TORELLI,{9EA62C33-E459-4ED9-A9F1-904558CDD250},,,90.86272911170
4600,STR,STRADA,DELLA TORRACCIA,DELLA TORRACCIA,TORRACCIA,STR DELLA TORRACCIA,{2D38EFF9-A93A-40B5-9027-BB8F2123CAE4},,,2655.48458134000
4605,VIA,VIA,DELLA TORRE,DELLA TORRE,TORRE,VIA DELLA TORRE,{B5BEA090-2FD7-400F-92DC-1000CB320FFE},,,88.57954316070
4610,VIA,VIA,E. TORRICELLI,EVANGELISTA TORRICELLI,TORRICELLI,VIA E. TORRICELLI,{B519005B-709F-4A94-9D02-78524FAF6649},,,255.62043644300
4615,VIA,VIA,A. TORTORA,AURELIO TORTORA,TORTORA,VIA A. TORTORA,{549E74CA-C320-472A-BDE9-9AB4E52CD2CC},,,82.12758755840
4620,VIA,VIA,TOSCANA,TOSCANA,TOSCANA,VIA TOSCANA,{A8CC9EF7-E2CF-462E-851D-6A4943F56BFA},,,1546.15755086000
4625,VIA,VIA,A. TOSCANINI,ARTURO TOSCANINI,TOSCANINI,VIA A. TOSCANINI,{7ECD3F12-C74E-4064-9BE3-FA1EF1A6ADE2},,,863.63471048800
4630,VIA,VIA,V. TOSCHI MOSCA,VINCENZO TOSCHI MOSCA,TOSCHI MOSCA,VIA V. TOSCHI MOSCA,{6C1A6AFF-18D6-4673-B839-B0470D086D24},,,115.52298889600
4635,VIA,VIA,E. TOTI,ENRICO TOTI,TOTI,VIA E. TOTI,{C32FE0CB-7A90-40FC-AB17-102869C0121B},,,187.87128905500
4720,VIA,VIA,A. UGOLINI,ADEODATO UGOLINI,UGOLINI,VIA A. UGOLINI,{2B27478F-6D65-40EC-BD73-736E46442B42},,,431.49511587200
4640,STR,STRADA,TRA I DUE PORTI,TRA I DUE PORTI,TRA I DUE PORTI,STR TRA I DUE PORTI,{6AA9CE3D-53D7-4F65-B369-F75362ADE193},,,1238.99951926000
4642,VIA,VIA,TRASPORTI,DEI TRASPORTI,TRASPORTI,VIA TRASPORTI,{0CD4D2B8-031C-4555-86E2-620A71029207},,,623.53395394100
4645,VIA,VIA,TREBBIANTICO,TREBBIANTICO,TREBBIANTICO,VIA TREBBIANTICO,{BAC86ED7-8237-4990-BE13-57F07DFCAD97},,,752.57012180800
135,VIA,VIA,AMALFI,AMALFI,AMALFI,VIA AMALFI,{29241844-A3BE-4BC5-9690-483B09F86CBA},,,118.69335832800
4660,VLE,VIALE,TRENTO,TRENTO,TRENTO,VLE TRENTO,{22841A96-C175-4512-B50F-52FCD57A658D},,,1853.04769431000
4665,STR,STRADA,DEI TREPONTI,DEI TREPONTI,TREPONTI,STR DEI TREPONTI,{B5D377E8-B340-418B-9BD5-72FC0CA1AED2},,,2405.83007637000
4670,STR,STRADA,TRESOLE,TRESOLE,TRESOLE,STR TRESOLE,{D6D5795F-E2B2-484D-974D-0B739772BE49},,,2841.50745219000
4675,VIA,VIA,C. TREVES,CLAUDIO TREVES,TREVES,VIA C. TREVES,{892FFD27-55CB-482C-8629-8434B201353C},,,108.79021188700
4690,VIA,VIA,P. TRINELLI,PASQUALE TRINELLI,TRINELLI,VIA P. TRINELLI,{276853B3-4589-4198-AFB4-4CEA5150A60E},,,124.20701660000
4695,VIA,VIA,TRIPOLI,TRIPOLI,TRIPOLI,VIA TRIPOLI,{7E983D84-3119-4AFD-8C11-52A78A96239F},,,90.15446484090
4697,VIA,VIA,M. TROISI,MASSIMO TROISI,TROISI,VIA M. TROISI,{0EBA29D4-A096-4C59-9B90-614A644DB66D},,,114.46972026200
4700,VIA,VIA,N. TROMETTA,NICOLO' TROMETTA,TROMETTA,VIA N. TROMETTA,{26DCC8AE-2359-4EE2-B083-4C32E66AD62C},,,396.30561844500
4705,VIA,VIA,TRONTO,TRONTO,TRONTO,VIA TRONTO,{9B883A79-FD1B-4922-A860-9B457704D487},,,95.65870487440
4708,VIA,VIA,DEI TULIPANI,DEI TULIPANI,TULIPANI,VIA DEI TULIPANI,{D506E437-B6B4-46F8-BA38-EBAE69D75D09},,,150.86723957000
4710,VIA,VIA,F. TUMIATI,FRANCESCO TUMIATI,TUMIATI,VIA F. TUMIATI,{A646F33B-05FF-475A-8949-9B70DE9B3F38},,,506.68822485900
4715,VIA,VIA,F. TURATI,FILIPPO TURATI,TURATI,VIA F. TURATI,{5579E269-07E3-4124-BCE5-1A3F6B95C0E9},,,309.06271818700
4725,VIA,VIA,UMBRIA,UMBRIA,UMBRIA,VIA UMBRIA,{39F10F45-1FBA-4197-9013-5A9CEE521475},,,377.54908316200
4730,VLE,VIALE,XI FEBBRAIO,UNDICI FEBBRAIO,UNDICI FEBBRAIO,VLE XI FEBBRAIO,{8092D9A4-FDA1-4BCA-8EB2-AF59845D4073},,,282.14930029800
4860,VIA,VIA,G. VASARI,GIORGIO VASARI,VASARI,VIA G. VASARI,{6B610CDA-9009-422C-8417-2335DA7B4D82},,,84.99876007920
4900,VIA,VIA,VENTURINI,VENTURINI,VENTURINI,VIA VENTURINI,{E92C432B-F6BD-4877-A5FB-D46114D098D3},,,164.01070521900
4735,CSO,CORSO,UNDICI SETTEMBRE,UNDICI SETTEMBRE,UNDICI SETTEMBRE,CSO UNDICI SETTEMBRE,{E39F9E25-3E9B-4FE4-B8DC-7491B7C7A833},,,750.48983783600
4740,VIA,VIA,G. UNGARETTI,GIUSEPPE UNGARETTI,UNGARETTI,VIA G. UNGARETTI,{A9A2BAB2-24A2-48EB-BE37-C992BD1CBF78},,,126.95928581400
4745,VIA,VIA,DELL'UNITA',DELL'UNITA',UNITA',VIA DELL'UNITA',{9C681AE2-C07F-4393-919C-6BFCEB40B6A9},,,419.98646630400
4750,VIA,VIA,URBANIA,URBANIA,URBANIA,VIA URBANIA,{30480787-82E6-49D3-B74F-B7918BD12F6E},,,129.27362193400
4755,VIA,VIA,L. I. URBINATI,LUIGI ITALO URBINATI,URBINATI,VIA L. I. URBINATI,{F5760198-81D8-4978-8FDA-A0394B68185E},,,119.78189026100
4760,VIA,VIA,URBINO,URBINO,URBINO,VIA URBINO,{9CFC69A9-3713-4416-B7BE-3728FBC258D7},,,187.44829081500
4765,VIA,VIA,DELL'USIGNOLO,DELL'USIGNOLO,USIGNOLO,VIA DELL'USIGNOLO,{7E6EE74F-D48F-49E1-87E5-E166FF34F09C},,,359.25539035000
4770,VLE,VIALE,G. VACCAI,GIUSEPPE VACCAI,VACCAI,VLE G. VACCAI,{D7565F94-84B1-4333-85F9-0A509D4869C1},,,251.18449895300
4775,VIA,VIA,C. VALAZZI,CARLO VALAZZI,VALAZZI,VIA C. VALAZZI,{0DC11E00-E275-48C5-A105-B57CEB898DD0},,,152.07113265100
4780,STR,STRADA,DI VALCELLI,DI VALCELLI,VALCELLI,STR DI VALCELLI,{8EC37E18-502B-4C3F-9ADC-4EA9FFE50F4E},,,1534.62504473000
4785,VIA,VIA,C. VALENTINI,CORRADO VALENTINI,VALENTINI,VIA C. VALENTINI,{74978019-462D-457F-A568-695520674571},,,393.45255885800
4790,VIA,VIA,L. VALERIO,LORENZO VALERIO,VALERIO,VIA L. VALERIO,{C4730E8D-E826-4ED0-8A15-AC4155F6B1F8},,,234.29040422300
4795,STR,STRADA,DI VALGELATA,DI VALGELATA,VALGELATA,STR DI VALGELATA,{2228DDA5-E4F3-4ABF-91E6-B69A392B7952},,,3000.62127565000
4800,VIA,VIA,DEL VALLATO,DEL VALLATO,VALLATO,VIA DEL VALLATO,{B0A32143-DE20-4CAB-8DD7-979F1C80509A},,,108.84686588100
4855,VLE,VIALE,VARSAVIA,VARSAVIA,VARSAVIA,VLE VARSAVIA,{64D0692B-629A-4C45-90DB-E7589300FC77},,,450.52068883900
4805,STR,STRADA,DELLA VALLE,DELLA VALLE,VALLE,STR DELLA VALLE,{54CD9FDC-1543-4903-A623-ECBAFEF2BE92},,,2202.34359132000
4865,VIA,VIA,DEL VASCELLO,DEL VASCELLO,VASCELLO,VIA DEL VASCELLO,{D36E1451-85EE-4C91-BBD1-3773808235E4},,,123.86897983000
320,VIA,VIA,BALDASSINI,BALDASSINI,BALDASSINI,VIA BALDASSINI,{D305C91E-5506-445A-BCC6-595D84D0AD30},,,91.11816906590
4810,STR,STRADA,VALLE CASTAGNI,VALLE DEI CASTAGNI,VALLE DEI CASTAGNI,STR VALLE CASTAGNI,{A9055E8B-242D-4CC0-B88F-3217D423552E},,,3204.99792406000
4815,STR,STRADA,DI VALLEDUCA,DI VALLEDUCA,VALLEDUCA,STR DI VALLEDUCA,{C5580366-2F1A-4311-914B-BFB93266BC52},,,576.74236169400
4820,STR,STRADA,VALLE TRESOLE,DI VALLE TRESOLE,VALLE TRESOLE,STR VALLE TRESOLE,{537DE129-35B0-40CE-B065-127EA20DFC55},,,1677.79383478000
4825,VIA,VIA,DEL VALLO,DEL VALLO,VALLO,VIA DEL VALLO,{43E9A281-425A-4C96-A848-048199A144E4},,,1049.69928172000
4835,STR,STRADA,DELLA VAL REGINA,DELLA VAL REGINA,VAL REGINA,STR DELLA VAL REGINA,{C778A035-A862-43F6-90E0-0B5482744B39},,,1067.72305186000
4840,STR,STRADA,VALSERPE,VALSERPE,VALSERPE,STR VALSERPE,{8D9DB129-AD5A-4472-B4D8-6CEBE3BC5A9E},,,1196.02467387000
4845,VLE,VIALE,G. VANZOLINI,GIULIANO VANZOLINI,VANZOLINI,VLE G. VANZOLINI,{BC7417D0-A85D-4DB1-8D80-865362641CCA},,,313.25672445400
4850,VIA,VIA,VARESE,VARESE,VARESE,VIA VARESE,{1D3112D6-70E3-4B30-BC23-515F06827B6E},,,175.61588697200
4870,VIA,VIA,F. VATIELLI,FRANCESCO VATIELLI,VATIELLI,VIA F. VATIELLI,{6045AFAA-049C-4739-ADF4-99FFF1D0DEB6},,,242.95577114300
4880,VIA,VIA,G. VENANZINI,GOFFREDO VENANZINI,VENANZINI,VIA G. VENANZINI,{69F86148-3C60-48E1-AF3D-A67C75823B41},,,134.86698229000
4885,VLE,VIALE,VENEZIA,VENEZIA,VENEZIA,VLE VENEZIA,{04266B93-A592-433E-8FE7-24166E2760EA},,,464.48921289100
4895,VIA,VIA,A. VENTURATI,ATTILIO VENTURATI,VENTURATI,VIA A. VENTURATI,{E3FF76BC-6265-41FD-8138-968814262218},,,256.02923688800
4907,VIA,VIA,A. VERETTI,ANTONIO VERETTI,VERETTI,VIA A. VERETTI,{F9D141A0-478F-4010-9F71-5D34EE0F496D},,,317.79498691100
4910,VIA,VIA,VERUCCHIO,VERUCCHIO,VERUCCHIO,VIA VERUCCHIO,{F3171CE4-5C22-44B3-8889-32B2ACDF9CA6},,,97.84891950570
4915,VIA,VIA,A. VESPUCCI,AMERIGO VESPUCCI,VESPUCCI,VIA A. VESPUCCI,{D4FC1D53-DD47-4483-BFA5-61C7ABD85F24},,,124.15316480400
4920,VIA,VIA,DELLA VETRERIA,DELLA VETRERIA,VETRERIA,VIA DELLA VETRERIA,{DA449EE3-49CB-4085-B6EC-47452DF1FC90},,,148.57781136500
4925,VIA,VIA,G. VICO,GIAMBATTISTA VICO,VICO,VIA G. VICO,{0AEFAC6A-A95E-4D4F-8FC7-EB6CE1249C17},,,233.22181487700
4930,VLE,VIALE,VIENNA,VIENNA,VIENNA,VLE VIENNA,{604C16FC-B031-40E7-ABF7-A825296CFC09},,,138.51350648100
4935,VIA,VIA,DELLE VIGNE,DELLE VIGNE,VIGNE,VIA DELLE VIGNE,{40286716-F956-4250-A625-2C2E7E9D66D0},,,302.11510648200
4940,VIA,VIA,G. VILDI,GAETANO VILDI,VILDI,VIA G. VILDI,{6ACF77F8-B606-49D9-A7E4-87B6E3EBFE2E},,,163.68624836900
4950,STR,STRADA,DI VINCOLUNGO,DI VINCOLUNGO,VINCOLUNGO,STR DI VINCOLUNGO,{66EF7A2B-13AA-4A5B-A483-1984827FF765},,,1591.57384839000
4955,VIA,VIA,VIOLE,VIOLE,VIOLE,VIA VIOLE,{66113F2E-7E13-4009-BFB9-64693BE31171},,,142.62212800200
4960,VIA,VIA,VIRGILIO,VIRGILIO,VIRGILIO,VIA VIRGILIO,{423419FC-1D64-4988-8730-F0697DB7F37E},,,207.45354856600
4965,STR,STRADA,DELLA VISCIOLA,DELLA VISCIOLA,VISCIOLA,STR DELLA VISCIOLA,{FDB97620-D975-4C01-A118-D7725C81E501},,,708.73004242600
4968,VIA,VIA,L. VISCONTI,LUCHINO VISCONTI,VISCONTI,VIA L. VISCONTI,{66E7DA13-C570-49DF-B337-5E6600AC1608},,,152.58347873600
4970,VIA,VIA,VITALI,VITALI,VITALI,VIA VITALI,{14FA3137-4075-4CE5-9193-8415FDD8810E},,,62.83685736420
4985,VLE,VIALE,DELLA VITTORIA,DELLA VITTORIA,VITTORIA,VLE DELLA VITTORIA,{FA288DD9-E9D5-40F6-8CDA-88AF536BAAFB},,,2254.14353643000
4990,VIA,VIA,E. VITTORINI,ELIO VITTORINI,VITTORINI,VIA E. VITTORINI,{F432E44B-06D1-48DB-BDED-7BAB5BD4835C},,,68.34581319160
4995,VIA,VIA,VITTORIO VENETO,VITTORIO VENETO,VITTORIO VENETO,VIA VITTORIO VENETO,{D2A48C3B-BA67-4231-96D7-97E366D33553},,,513.09645769100
5000,VIA,VIA,A. VIVALDI,ANTONIO VIVALDI,VIVALDI,VIA A. VIVALDI,{3A1C5C9A-B598-4B1C-BC4D-669E8937F551},,,190.56193632100
5005,VIA,VIA,A. VIVIANI,ANTONIO VIVIANI,VIVIANI,VIA A. VIVIANI,{14EF7607-FA91-4897-9529-11FD5747AB9F},,,380.72292446300
5015,VIA,VIA,A. VOLTA,ALESSANDRO VOLTA,VOLTA,VIA A. VOLTA,{1C5F2DD0-5CEE-4716-928A-10AAC3B79ACA},,,168.38384841200
5020,VIA,VIA,VOLTURNO,VOLTURNO,VOLTURNO,VIA VOLTURNO,{59E5E231-2942-4870-B12F-4AB62B6BE18F},,,266.41340296500
5025,VIA,VIA,L. ZACCONI,LUDOVICO ZACCONI,ZACCONI,VIA L. ZACCONI,{364B50A8-036E-436E-943C-26BE4C206216},,,112.89978563200
5030,VIA,VIA,G. ZANARDELLI,GIUSEPPE ZANARDELLI,ZANARDELLI,VIA G. ZANARDELLI,{179B7C6C-A333-4B86-BC77-58F33B8E770F},,,186.57815259900
5035,VIA,VIA,G. ZANCHI,GIOVANNI ZANCHI,ZANCHI,VIA G. ZANCHI,{D54A901F-B456-41D7-BD62-DF74CB4AC826},,,103.50896973100
5040,VIA,VIA,R. ZANDONAI,RICCARDO ZANDONAI,ZANDONAI,VIA R. ZANDONAI,{7A3EDEA3-8524-4018-99F7-EB5A68BB9340},,,73.46354004990
5045,VLE,VIALE,A. ZANELLA,AMILCARE ZANELLA,ZANELLA,VLE A. ZANELLA,{95FFFD76-DCDB-4708-A3FF-50A029F0288A},,,247.71136115200
5050,VIA,VIA,ZANUCCHI,ZANUCCHI,ZANUCCHI,VIA ZANUCCHI,{B7FD2CF4-6F36-4390-90BD-DC341B80BD73},,,125.68387448000
5055,VLE,VIALE,ZARA,ZARA,ZARA,VLE ZARA,{3ED3000F-B309-49DA-A0B0-1E14F353021E},,,588.15681754000
5058,VIA,VIA,C. ZAVATTINI,CESARE ZAVATTINI,ZAVATTINI,VIA C. ZAVATTINI,{7A869BB2-4A23-4570-AA8D-8DA2BFC1ADF3},,,115.64890495200
5060,VIA,VIA,ZONGO,ZONGO,ZONGO,VIA ZONGO,{2B8FC941-C671-4BD3-A1FD-3EDC299076C3},,,114.23059824800
5065,VIA,VIA,DELLE ZUCCHETTE,DELLE ZUCCHETTE,ZUCCHETTE,VIA DELLE ZUCCHETTE,{48DFE464-7DBF-4D7C-B59E-C1611138864D},,,93.36894577120
6011,VIA,VIA,DIV.TRIDENTINA,DIVISIONE TRIDENTINA,DIVISIONE TRIDENTINA,VIA DIV.TRIDENTINA,{72B33C47-875C-4BFD-84D8-D32908FA3CE3},,,224.73552208000
425,VIA,VIA,G. BECCI,GUERRINO BECCI,BECCI,VIA G. BECCI,{8916D2E0-0D8A-4E36-8DC4-EC4DCD62E1AA},,,267.85818576700
50,VIA,VIA,ADIGE,ADIGE,ADIGE,VIA ADIGE,{A33AD81B-B0B4-4896-9FFE-F333C5E1BB34},,,276.97357072200
55,VIA,VIA,ADRIA,ADRIA,ADRIA,VIA ADRIA,{E6CBF0B4-17EB-4C9E-B10A-9753D2E2EE48},,,99.54739704690
355,VIA,VIA,P. BARILARI,PACIFICO BARILARI,BARILARI,VIA P. BARILARI,{D6A1E1D2-86D2-46B9-A027-8D479CB938BB},,,66.12992921370
60,STR,STRADA,ADRIATICA,ADRIATICA,ADRIATICA,STR ADRIATICA,{8D18EBE5-70CF-4FFE-B1BE-52012182E19C},,,1915.36064570000
174,VIA,VIA,VIA DELL'ANNUNZIATA,VIA DELL'ANNUNZIATA,VIA DELL'ANNUNZIATA,VIA DELL'ANNUNZIATA,{177260E4-6654-4482-83AE-78102BE17E7C},,,74.30510807150
6500,A14,A14,Autostrada,Autostrada A14,Autostrada,A14,{C42FF539-62EE-45DB-9519-C7B66AAA1431},,,14842.17721530000
5,VIA,VIA,C. ABBA,CESARE ABBA,ABBA,VIA C. ABBA,{B11627EA-4B63-40DB-A59F-612FB5BF5B20},,,219.33618338800
10,VIA,VIA,ABBATI,ABBATI,ABBATI,VIA ABBATI,{4462F5C1-7AD5-4D67-9B52-11C2811D1BAF},,,153.89936547800
15,VIA,VIA,DELL'ABBONDANZA,DELL'ABBONDANZA,ABBONDANZA,VIA DELL'ABBONDANZA,{7D8F993A-6B6A-4328-BCDC-0321BCC52217},,,151.16927118800
20,VIA,VIA,DELLE ACACIE,DELLE ACACIE,ACACIE,VIA DELLE ACACIE,{C2E4B7EF-F67A-41EE-94DB-1917CA8AFB75},,,384.45545253400
25,VIA,VIA,L. ACCIO,LUCIO ACCIO,ACCIO,VIA L. ACCIO,{014C2A6D-29A4-4D87-8CDB-ADB5CBBAB389},,,354.34039414900
27,VIA,VIA,R. ACHILLI,RAUL ACHILLI,ACHILLI,VIA R. ACHILLI,{2499C783-C4D5-46C1-BDD5-A23E9813CFB5},,,999.34139742100
360,VIA,VIA,B. BARILLI,BRUNO BARILLI,BARILLI,VIA B. BARILLI,{A4C1B0B9-0C50-40B2-BD69-498731E4DC78},,,159.89703223200
