cod_adm,type_abb,name,denom_abb,denom_ext,denom_emp,name_abb,global_id,year_ctr,annofine,st_length
2815,VIA,VIA,MILAZZO,MILAZZO,MILAZZO,VIA MILAZZO,{D235E79C-E29E-4057-A584-A1B3DD50EB1B},,,297.53578814200
2727,VIA,VIA,DELLA MECCANICA,DELLA MECCANICA,MECCANICA,VIA DELLA MECCANICA,{12FBB7F8-F655-498D-95F0-1DD251064E4D},,,1202.85319233000
2735,VIA,VIA,DEI MELI,DEI MELI,MELI,VIA DEI MELI,{424A81C2-1205-449B-AB00-BF4192448177},,,59.62728650090
2740,VIA,VIA,F. MENGARONI,FERRUCCIO MENGARONI,MENGARONI,VIA F. MENGARONI,{0B4E5193-F153-4616-B0F9-CA4A9F9DC91C},,,203.12715911300
2742,VIA,VIA,A. MENGOLI,ANNIBALE MENGOLI,MENGOLI,VIA A. MENGOLI,{14AE1F33-15AF-4641-9904-44EC69552E79},,,205.84076654700
2745,VIA,VIA,C. MENOTTI,CIRO MENOTTI,MENOTTI,VIA C. MENOTTI,{A573516C-D044-4072-B3F1-EFDE97B5972A},,,931.25109480500
2750,VIA,VIA,MENTANA,MENTANA,MENTANA,VIA MENTANA,{5ACF49B3-4E51-46DE-98AF-02C57E994027},,,152.46364779200
2760,VIA,VIA,G. MERCALLI,GIUSEPPE MERCALLI,MERCALLI,VIA G. MERCALLI,{3A118EB8-2DD3-44E4-9053-E3A3809E2FDC},,,138.96503992100
2765,VIA,VIA,L. MERCANTINI,LUIGI MERCANTINI,MERCANTINI,VIA L. MERCANTINI,{15885345-42DE-44C8-A29C-4AE950243BBC},,,64.33789546680
2770,MERCATO,MERCATO,S. DOMENICO,MERCATO SAN DOMENICO,MERCATO,MERCATO S. DOMENICO,{C2266C96-67F3-4DB8-A099-CE205DD91670},,,27.83730484080
2775,VIA,VIA,S. MERLONI,SERAFINO MERLONI,MERLONI,VIA S. MERLONI,{CD28E9A0-1BA6-4B19-9807-438F6B9E17C7},,,72.94681009080
2780,VIA,VIA,METAURO,METAURO,METAURO,VIA METAURO,{18AE8C63-AC5F-4C27-981F-A07B46718BBD},,,349.44712891600
2785,VIA,VIA,M. METELLI,MICHELINA METELLI,METELLI,VIA M. METELLI,{41CF9603-C255-435E-97F9-F1DD0EA19CAA},,,115.65070772400
2790,VIA,VIA,A. MEUCCI,ANTONIO MEUCCI,MEUCCI,VIA A. MEUCCI,{DE5D145E-0213-4DEC-A1B5-0E2873CA4931},,,159.01072896300
2795,STR,STRADA,MICALORO,MICALORO,MICALORO,STR MICALORO,{D2E4DA51-F90D-421F-A66B-DB5C33D63B6D},,,2761.20053735000
2800,VIA,VIA,MICHELINI TOCCI,FRANCO MICHELINI TOCCI,MICHELINI,VIA MICHELINI TOCCI,{91F6FA6F-22D4-4DBA-A7A3-0C841DC47989},,,233.71338242500
2805,VIA,VIA,V. MICHETTI,VINCENZO MICHETTI,MICHETTI,VIA V. MICHETTI,{1C88700F-7A3F-4DDB-B5A6-B586763A7B96},,,146.56402617200
2895,VIA,VIA,MONTANARA,MONTANARA,MONTANARA,VIA MONTANARA,{6CD96150-9FCD-45DE-878D-9EE7A9863A6A},,,198.40167102600
2810,VIA,VIA,MILANO,MILANO,MILANO,VIA MILANO,{930B27F0-D108-4F5C-AF89-1DB0D8C13926},,,794.25731509700
3081,LGO,LARGO,ALDO MORO,ALDO MORO,MORO ALDO,LGO ALDO MORO,{D7445423-6C78-40A0-870F-5D6F18213D3F},,,61.26770803790
2820,VIA,VIA,MILITE IGNOTO,MILITE IGNOTO,MILITE IGNOTO,VIA MILITE IGNOTO,{5F8BD355-6DDF-4574-8446-94644286BAF9},,,657.09252529300
2825,VIA,VIA,DELLE MIMOSE,DELLE MIMOSE,MIMOSE,VIA DELLE MIMOSE,{8E9A6C88-ABB5-419E-900B-427C2776B533},,,275.14593962400
2830,VIA,VIA,MINCIO,MINCIO,MINCIO,VIA MINCIO,{186F0562-9706-402F-8E80-216C728570EC},,,106.53042106800
2835,VIA,VIA,M. MINGHETTI,MARCO MINGHETTI,MINGHETTI,VIA M. MINGHETTI,{F89164CB-0F75-498C-A30F-17DF2AB7A10D},,,438.70829194700
2840,VLE,VIALE,DON MINZONI,DON GIOVANNI MINZONI,MINZONI,VLE DON MINZONI,{533F6DB6-91F1-4BB4-B121-C61180041DD1},,,295.82773437400
2850,VIA,VIA,DEL MIRALFIORE,DEL MIRALFIORE,MIRALFIORE,VIA DEL MIRALFIORE,{BEF1FE8E-26AE-4E7D-BB3D-F236FCBFFD8B},,,258.63518883100
2855,VIA,VIA,MODENA,MODENA,MODENA,VIA MODENA,{CFEAE9AF-5830-4FC4-920D-C4663284BECB},,,174.35579502900
2860,VIA,VIA,B. MODI,BENEDETTO MODI,MODI,VIA B. MODI,{1B8B27EA-FF43-4198-94FC-5E64312CDB78},,,37.76324953860
2863,VIA,VIA,V. MOLARONI,VINCENZO MOLARONI,MOLARONI VINCENZO,VIA V. MOLARONI,{A8B52C9F-0189-4FA3-A803-1EB3E254454F},,,319.87028044400
2865,STR,STRADA,MOLINO MAGGIOTTI,MOLINO MAGGIOTTI,MOLINO MAGGIOTTI,STR MOLINO MAGGIOTTI,{1DDEE0C7-01E6-4F4D-B48A-953C580543BE},,,1642.35265336000
2870,STR,STRADA,DEL MOLINO MOSCA,DEL MOLINO MOSCA,MOLINO MOSCA,STR DEL MOLINO MOSCA,{A85FB706-E6BD-461B-BEE3-8527AABF5821},,,1369.70022636000
2875,VIA,VIA,B. MONALDI,BERNARDO MONALDI,MONALDI,VIA B. MONALDI,{F3C10FBE-18BA-482C-9B6C-37A4A0781BB5},,,216.01028217300
2880,STR,STRADA,DEL MONASTERO,DEL MONASTERO,MONASTERO,STR DEL MONASTERO,{9FF75172-672C-4B67-AAB0-BD8EE3BA1940},,,306.99439808700
2890,VLE,VIALE,MONFALCONE,MONFALCONE,MONFALCONE,VLE MONFALCONE,{E7321EF4-C55D-42D4-BEEA-F0744AADC199},,,531.37713719800
2885,VIA,VIA,M. MONDINI,MARINO MONDINI,MONDINI,VIA M. MONDINI,{458197E2-6E95-4E10-AB97-CB87A6492559},,,600.46162718900
2900,VIA,VIA,C. MONTANARI,CARLO MONTANARI,MONTANARI,VIA C. MONTANARI,{84F01CBE-1058-45A1-824F-C596B860CEE6},,,148.83371917200
2905,VIA,VIA,G. MONTANELLI,GIUSEPPE MONTANELLI,MONTANELLI,VIA G. MONTANELLI,{D802036F-F667-466A-8B48-1209A295793A},,,862.99535127500
2910,VIA,VIA,F. MONTANI,FRANCESCO MONTANI,MONTANI,VIA F. MONTANI,{D02D438A-9D16-443F-B33A-DD0C84CCC678},,,182.78025100200
2915,STR,STRADA,DEL MONTE,DEL MONTE,MONTE,STR DEL MONTE,{D612FA49-C676-41D7-A653-56A274D1CE65},,,51.58924926670
2920,VIA,VIA,MONTE AMIATA,MONTE AMIATA,MONTE AMIATA,VIA MONTE AMIATA,{C1C7A155-1E3F-400C-8B51-516DAD9C4E26},,,502.04860127300
2925,VIA,VIA,MONTE ARDIZIO,MONTE ARDIZIO,MONTE ARDIZIO,VIA MONTE ARDIZIO,{3C3525E7-9827-4EE1-B3D0-2C4C82C3783E},,,384.47773331300
2927,VIA,VIA,MONTE ARGENTARIO,MONTE ARGENTARIO,MONTE ARGENTARIO,VIA MONTE ARGENTARIO,{8312B68A-E0B5-4640-BB77-56B689005BAA},,,611.05226210900
2930,STR,STRADA,DI MONTEBACCHINO,DI MONTEBACCHINO,MONTEBACCHINO,STR DI MONTEBACCHINO,{A676E2C1-AE52-4279-B0C7-42354DBDF6F0},,,1856.98304340000
2935,STR,STRADA,MONTEBALLANTE,DI MONTEBALLANTE,MONTEBALLANTE,STR MONTEBALLANTE,{F88332AC-7FD8-4F01-A56B-7D8D64CA11B9},,,1046.98860556000
2940,VIA,VIA,MONTEBELLO,MONTEBELLO,MONTEBELLO,VIA MONTEBELLO,{7A7BFBE8-5187-43B8-8064-448529D006ED},,,110.56724012100
2945,VIA,VIA,MONTE BIANCO,MONTE BIANCO,MONTE BIANCO,VIA MONTE BIANCO,{B9462BF7-C6B7-4696-856C-41F0F7C06BA3},,,808.78905112700
2950,STR,STRADA,MONTECASTELLARO,DI MONTECASTELLARO,MONTECASTELLARO,STR MONTECASTELLARO,{5EDF662E-68D4-4E74-95EC-C9245260332D},,,557.31212000000
2955,VIA,VIA,MONTE CATRIA,MONTE CATRIA,MONTE CATRIA,VIA MONTE CATRIA,{E9474292-A815-434D-91B3-5E434BBCF641},,,211.96979748600
2960,VIA,VIA,MONTE CERVINO,MONTE CERVINO,MONTE CERVINO,VIA MONTE CERVINO,{99A9215F-F31A-466C-95C8-12D3C3B167BC},,,166.52631759300
3035,VIA,VIA,MONTE PETRANO,MONTE PETRANO,MONTE PETRANO,VIA MONTE PETRANO,{D2BA1B21-D127-41EB-B27B-F038BA10376A},,,135.10050300000
3040,STR,STRADA,MONTEROMANESCO,DI MONTEROMANESCO,MONTEROMANESCO,STR MONTEROMANESCO,{FC34894D-1CE7-425B-9964-9BF5BA946D58},,,406.37890350100
3145,VIA,VIA,G. NICOTERA,GIOVANNI NICOTERA,NICOTERA,VIA G. NICOTERA,{41521975-FEED-4D26-9BD5-B207BDC7F2E8},,,168.94249853800
2965,STR,STRADA,DI MONTECHIARO,DI MONTECHIARO,MONTECHIARO,STR DI MONTECHIARO,{4E06A1D0-E140-4D69-9651-9621401B01B5},,,3588.65904867000
2967,VIA,VIA,MONTE CIMONE,MONTE CIMONE,MONTE CIMONE,VIA MONTE CIMONE,{879F8F05-7237-4FD3-954E-AC6EE0109170},,,305.63742342100
2975,STR,STRADA,DI MONTECORBINO,DI MONTECORBINO,MONTECORBINO,STR DI MONTECORBINO,{B4C0D61A-2A8D-4156-88DB-EA4457B83E86},,,797.34906415200
2977,VIA,VIA,MONTE CRISTALLO,MONTE CRISTALLO,MONTE CRISTALLO,VIA MONTE CRISTALLO,{AF4B00C2-C2B5-473B-99CE-908F7E3D5638},,,203.75438620700
2980,VIA,VIA,MONTE FALTERONA,MONTE FALTERONA,MONTE FALTERONA,VIA MONTE FALTERONA,{75A21B08-349C-4BFA-BC78-8472FAC45697},,,174.47156533700
2988,VIA,VIA,MONTE FUMAIOLO,MONTE FUMAIOLO,MONTE FUMAIOLO,VIA MONTE FUMAIOLO,{A3980FEC-3293-4AA0-8AD8-26D84DBE2481},,,299.37005236300
2990,VIA,VIA,MONTE GIANO,MONTE GIANO,MONTE GIANO,VIA MONTE GIANO,{305AC5AB-106D-48EF-A221-E03E8E13C975},,,1512.12590026000
2995,VIA,VIA,MONTE GIOVE,MONTE GIOVE,MONTE GIOVE,VIA MONTE GIOVE,{1D2526DC-E9A9-495C-B9E4-52DF983220E5},,,84.89100697170
3000,STR,STRADA,DI MONTEGRANARO,DI MONTEGRANARO,MONTEGRANARO,STR DI MONTEGRANARO,{D11BAC31-8436-45BC-8674-0C8C4A436AE1},,,924.59511605800
3005,VIA,VIA,MONTEGRAPPA,MONTEGRAPPA,MONTEGRAPPA,VIA MONTEGRAPPA,{274973C4-D8A5-452E-86E8-EF4E5F67F7BA},,,305.76574954100
3010,VIA,VIA,MONTELLO,MONTELLO,MONTELLO,VIA MONTELLO,{6C2069E1-D670-424B-AD77-CEF9C301D531},,,49.89871653610
3085,VIA,VIA,F. MOROSINI,FRANCESCO MOROSINI,MOROSINI,VIA F. MOROSINI,{357EADC2-50CD-4B62-AD82-9A1BCC85A0ED},,,250.36327580700
3090,VIA,VIA,E. L. MORSELLI,ERCOLE LUIGI MORSELLI,MORSELLI,VIA E. L. MORSELLI,{C8695942-2BC4-47EC-8DB9-A6C631CBCE27},,,227.82377830500
3015,STR,STRADA,MONTEMAGGIO,MONTEMAGGIO,MONTEMAGGIO,STR MONTEMAGGIO,{FF5162C8-9998-41A5-9F51-0D5749C876AA},,,899.41612239900
3020,VIA,VIA,MONTENERO,MONTENERO,MONTENERO,VIA MONTENERO,{A1941E69-8D42-47C1-B3D5-BF1519D158B1},,,42.64431560650
3025,VIA,VIA,MONTE NERONE,MONTE NERONE,MONTE NERONE,VIA MONTE NERONE,{9D629CB1-5994-40AB-938A-C234FB9E49E8},,,169.77034326400
3030,VIA,VIA,MONTENEVOSO,MONTENEVOSO,MONTENEVOSO,VIA MONTENEVOSO,{11B18B4B-B8BB-42B7-8235-F8CC7E05E32C},,,498.85161495500
3032,VIA,VIA,MONTE PAGANUCCIO,MONTE PAGANUCCIO,MONTE PAGANUCCIO,VIA MONTE PAGANUCCIO,{E6D16D02-63AF-4A74-A3E3-EB8C026B4CF1},,,90.18091053310
3045,VIA,VIA,MONTE ROSA,MONTE ROSA,MONTE ROSA,VIA MONTE ROSA,{9A2E29E8-6C0B-4E7E-A0F4-71C7D6A98AEE},,,318.85317527900
3048,VIA,VIA,MONTE SUBASIO,MONTE SUBASIO,MONTE SUBASIO,VIA MONTE SUBASIO,{C8620A7E-1779-4C1A-A720-F85021B450C6},,,162.81478210800
3050,VIA,VIA,MONTE TITANO,MONTE TITANO,MONTE TITANO,VIA MONTE TITANO,{BE252E49-7301-4D14-A6B3-B0257231ABBB},,,103.34050794900
3055,VIA,VIA,C. MONTEVERDI,CLAUDIO MONTEVERDI,MONTEVERDI,VIA C. MONTEVERDI,{83CFF456-A188-4A47-B006-CAFD8DF6FC25},,,148.40639938700
3060,VIA,VIA,MONTE VETTORE,MONTE VETTORE,MONTE VETTORE,VIA MONTE VETTORE,{BC6468CF-5044-4851-9ADF-4B25C1C15392},,,229.28084295200
3830,VIA,VIA,DELLA RINASCITA,DELLA RINASCITA,RINASCITA,VIA DELLA RINASCITA,{F1964B0F-983A-42D4-A6EA-57313D29E266},,,258.59033435400
3835,VIA,VIA,DEL RIO,DEL RIO,RIO,VIA DEL RIO,{21D4DF5A-A749-4874-A349-E84C40C729AE},,,262.40062644900
3840,VIA,VIA,DEL RISORGIMENTO,DEL RISORGIMENTO,RISORGIMENTO,VIA DEL RISORGIMENTO,{01378CBC-503E-47DF-901E-11EC4F93D44C},,,439.20371133500
3845,VLE,VIALE,DEL RISORGIMENTO,DEL RISORGIMENTO,RISORGIMENTO,VLE DEL RISORGIMENTO,{DB6BC0DC-DB81-4FD3-9A2D-8B9533E1D1F0},,,405.48918573300
3850,STR,STRADA,RIVE DEL FARO,DELLE RIVE DEL FARO DI CASTELDIMEZZO,RIVE DEL FARO,STR RIVE DEL FARO,{2EF1D482-5249-4D40-A043-66A4B7405660},,,995.81575024300
3095,VLE,VIALE,MOSCA,MOSCA,MOSCA,VLE MOSCA,{F1B67ED0-44C7-4780-B99B-BE7147C51C60},,,248.18350055400
3855,RIVE,RIVE,CASTELDIMEZZO,RIVE DI CASTELDIMEZZO,RIVE DI CASTELDIMEZZO,RIVE CASTELDIMEZZO,{B724F6F0-F062-4595-BFF6-1816E8A718AD},,,1481.40374798000
3860,RIVE,RIVE,DI FIORENZUOLA,RIVE DI FIORENZUOLA,RIVE DI FIORENZUOLA,RIVE DI FIORENZUOLA,{48A311F6-5280-41C8-BE89-726FB6C5CEC3},,,1488.21310420000
3870,VIA,VIA,L. RIZZO,LUIGI RIZZO,RIZZO LUIGI,VIA L. RIZZO,{1874769C-F7AC-4E2B-B6C2-552DEA5A215C},,,97.83027913670
3875,VIA,VIA,ROIA,ROIA,ROIA,VIA ROIA,{09172854-6B64-4900-8372-8D2B1F1D7B1A},,,55.21201206230
3880,GALLERIA,GALLERIA,ROMA,ROMA,ROMA,GALLERIA ROMA,{37A82B5F-436F-441E-AB0B-1ACB80B6B297},,,57.58387324010
3140,VIA,VIA,NEVIERA,DELLA NEVIERA,NEVIERA,VIA NEVIERA,{06A5980E-9964-4F90-94D2-3D61E6B9F9FF},,,150.44507902100
170,VIA,VIA,ANIENE,ANIENE,ANIENE,VIA ANIENE,{E902D27D-9361-4D26-AB87-60DAC1BDF13E},,,71.40656545650
3130,STR,STRADA,DELLA NECROPOLI,DELLA NECROPOLI,NECROPOLI,STR DELLA NECROPOLI,{666D4871-6B9C-4415-9275-C7A839744CE9},,,2256.93311740000
3885,STR,STRADA,ROMAGNA,DELLA ROMAGNA,ROMAGNA,STR ROMAGNA,{48357939-0D46-4BA4-94F9-5E30DD0BFF8B},,,10586.87486520000
3890,VLE,VIALE,G.D. ROMAGNOSI,GIAN D. ROMAGNOSI,ROMAGNOSI,VLE G.D. ROMAGNOSI,{EDD9868B-98BC-4485-A193-C4BE9B7ABAB3},,,221.48531577000
3895,VIA,VIA,G. ROMITA,GIUSEPPE ROMITA,ROMITA,VIA G. ROMITA,{244F9805-0119-48D7-89B4-BB63C356CCCB},,,323.57659343600
3900,STR,STRADA,PER RONCAGLIA,PER RONCAGLIA,RONCAGLIA,STR PER RONCAGLIA,{BA956052-1291-4304-B56B-D46DEE593CBD},,,859.08516391200
3070,VIA,VIA,G. MORGAGNI,GIAMBATTISTA MORGAGNI,MORGAGNI,VIA G. MORGAGNI,{156D613A-DF40-48C2-82A7-0AA9085F86EE},,,95.58165708330
3075,VIA,VIA,E. MORINI,ERNESTO MORINI,MORINI,VIA E. MORINI,{63291487-AB58-4413-AB61-CE65B2508F83},,,306.43036874000
3080,VIA,VIA,DEL MORO,DEL MORO,MORO,VIA DEL MORO,{4873323C-88AD-4A57-A5DD-AA4DD82E7793},,,133.68859453200
3100,VIA,VIA,MULATTIERI,MULATTIERI,MULATTIERI,VIA MULATTIERI,{BD0AEE03-93D6-4CF6-87A7-1995C8415AEF},,,73.62951342830
3110,VIA,VIA,A. MURRI,AUGUSTO MURRI,MURRI,VIA A. MURRI,{85B724E8-F2EA-484C-B18B-B069ABE01401},,,97.68687622750
3115,VIA,VIA,NANTERRE,NANTERRE,NANTERRE,VIA NANTERRE,{6ABC76F6-CF23-420B-A900-CD156F634658},,,707.28152590600
3120,VLE,VIALE,NAPOLI,NAPOLI,NAPOLI,VLE NAPOLI,{22F4CC2A-8AB5-4391-BE63-89A652CCFFF8},,,453.82425613800
3125,LUNGOFOGLIA,LUNGOFOGLIA,NAZIONI,DELLE NAZIONI,NAZIONI,LUNGOFOGLIA NAZIONI,{0C219752-BE30-40DA-A3BA-983E66234BC1},,,718.52818191000
3137,VIA,VIA,DEI NESPOLI,DEI NESPOLI,NESPOLI,VIA DEI NESPOLI,{1B6BE6A9-1BF1-4297-B1A7-8547986D92A4},,,99.01624903110
3150,VIA,VIA,I. NIEVO,IPPOLITO NIEVO,NIEVO,VIA I. NIEVO,{6C8DD0ED-2ED3-4296-BCA5-DAB0B920FE27},,,240.66145031300
3155,VIA,VIA,C. NIGRA,COSTANTINO NIGRA,NIGRA,VIA C. NIGRA,{1963C43D-2E68-41E5-961E-F2D295986371},,,94.05230992060
3160,VIA,VIA,A. NINCHI,ANNIBALE NINCHI,NINCHI,VIA A. NINCHI,{C45F3F9D-D04B-48E6-9422-6172C645AD3C},,,163.08036358200
3165,VIA,VIA,F. S. NITTI,FRANCESCO SAVERIO NITTI,NITTI,VIA F. S. NITTI,{7608F0EE-D0F7-4EBA-A5A0-AB6625E32F5A},,,243.91193899100
3170,VIA,VIA,A. NOBILI,ANNESIO NOBILI,NOBILI,VIA A. NOBILI,{BA7351DA-8C2D-4FB8-BC00-089224AF9CAD},,,49.40611952450
3175,VIA,VIA,M. F. NOBILIORE,MARCO FULVIO NOBILIORE,NOBILIORE,VIA M. F. NOBILIORE,{B0EB1A9C-F4B2-4442-9FC5-8E2D6E017BE9},,,282.06298421700
3180,VIA,VIA,DEI NOCI,DEI NOCI,NOCI,VIA DEI NOCI,{35EE3E26-360D-4224-8F59-7D721DC4FBF3},,,201.41080122200
3245,VIA,VIA,V. E. ORLANDO,VITTORIO E. ORLANDO,ORLANDO,VIA V. E. ORLANDO,{5F120E6D-0CDA-4BF9-8013-C48B65EEF268},,,201.26376438500
3250,VIA,VIA,F. ORSINI,FELICE ORSINI,ORSINI,VIA F. ORSINI,{C48EA04D-9F45-4E6F-8415-7DE4E8A7A488},,,142.76048404900
3255,VIA,VIA,DEGLI ORTI,DEGLI ORTI,ORTI,VIA DEGLI ORTI,{2721CA6B-33CC-4F3F-8C61-5564774DECB8},,,111.23335112700
3257,VIA,VIA,ORTIGARA,ORTIGARA,ORTIGARA,VIA ORTIGARA,{6C152C22-7C3C-4B42-93BC-A4906F2174B9},,,91.40788146630
3260,VIA,VIA,DEGLI ORTI GIULI,DEGLI ORTI GIULI,ORTI GIULI,VIA DEGLI ORTI GIULI,{77261C6C-CDD6-4EB7-8757-0FEBF1832746},,,28.27326033690
0,,,,,,,{359EAE84-829D-4E68-BCFD-306921548C35},"2005",,93.64777314100
3190,VIA,VIA,NUMANA,NUMANA,NUMANA,VIA NUMANA,{4BBCA454-A43E-49EB-81AA-7F0715BA8ADB},,,86.84078252350
3195,VIA,VIA,M. NUTI,MATTEO NUTI,NUTI,VIA M. NUTI,{CBA1672D-7006-4DFD-821C-3C37666D2FA6},,,113.26538094800
3200,VLE,VIALE,G. OBERDAN,GUGLIELMO OBERDAN,OBERDAN,VLE G. OBERDAN,{EEF05FBE-C42C-4767-8C57-E62E909D4019},,,183.88506438700
3204,VIA,VIA,M. ODDI,MUZIO ODDI,ODDI,VIA M. ODDI,{698AB21E-FF3A-4D32-9372-F6C044A36F09},,,83.16895473250
3205,VIA,VIA,OFANTO,OFANTO,OFANTO,VIA OFANTO,{943931ED-0806-4831-8F8E-5F37290EE6FA},,,49.41208687650
6115,VIA,VIA,BONDEI,CARLO ALBERTO BONDEI,CARLO ALBERTO BONDEI,VIA BONDEI,{BD51325D-DA13-4ACD-ACF0-D49EE0721D14},,,358.01142367100
3225,VIA,VIA,DELL'OMBRA,DELL'OMBRA,OMBRA,VIA DELL'OMBRA,{67EA8BCB-2119-4E9A-93BC-86D9544C2ECF},,,133.76205183500
3235,VIA,VIA,G. ONDEDEI,GIOVANNI ONDEDEI,ONDEDEI,VIA G. ONDEDEI,{4D6D5D71-F527-40FA-BC35-00C5D455E75E},,,232.51206082600
3240,VIA,VIA,ORAZIO FLACCO,ORAZIO FLACCO,FLACCO,VIA ORAZIO FLACCO,{30269F88-4FDB-4753-8CC1-20A1D19289A6},,,308.56216622400
3242,VIA,VIA,DELLE ORCHIDEE,DELLE ORCHIDEE,ORCHIDEE,VIA DELLE ORCHIDEE,{517866DE-A01C-4B6F-9F1E-CBBF4874F81D},,,166.71974011600
3230,VIA,VIA,OMBRONE,OMBRONE,OMBRONE,VIA OMBRONE,{264F21CA-9267-4874-A35A-5C61A61FA178},,,86.79401216500
3265,VIA,VIA,L. OTTONI,LORENZO OTTONI,OTTONI,VIA L. OTTONI,{9081991A-2EF1-4978-BB56-8B72380A7FAF},,,202.99875958700
3270,VIA,VIA,DELLA PACE,DELLA PACE,PACE,VIA DELLA PACE,{20685D8F-3A7C-4A7C-B0BF-0EDB25D2C0E3},,,25.47889571630
3272,VIA,VIA,U. PACI,UBALDO PACI,PACI,VIA U. PACI,{EFD30DB5-659B-4227-9C72-AB2EC48EE40F},,,56.19199971850
3275,VIA,VIA,F. PACINI,FILIPPO PACINI,PACINI,VIA F. PACINI,{72A0C5CF-B511-48FF-B356-F77FDA0C01C8},,,154.11423951200
3280,VIA,VIA,A. PACINOTTI,ANTONIO PACINOTTI,PACINOTTI,VIA A. PACINOTTI,{1C27933A-ED0F-4923-AEC3-60C64B580CE4},,,168.66320845700
3285,VIA,VIA,N. PAGANINI,NICOLO' PAGANINI,PAGANINI,VIA N. PAGANINI,{168D5C3C-C4F6-40BE-9562-E7024747CF9D},,,1464.92761898000
3290,VLE,VIALE,M. PAGANO,MARIO PAGANO,PAGANO,VLE M. PAGANO,{C9D8CE05-9826-48FB-B01F-776696920DE0},,,159.21078836700
3295,VIA,VIA,A. PAGNINI,ATTILIO PAGNINI,PAGNINI,VIA A. PAGNINI,{3015A62E-BDDA-45F1-A926-C725D2EB4580},,,107.39256529400
3300,VIA,VIA,G. PAISIELLO,GIOVANNI PAISIELLO,PAISIELLO,VIA G. PAISIELLO,{70BF28B6-79F1-4326-90F0-6684FB5D4141},,,92.27081741190
3305,VIA,VIA,PALESTRO,PALESTRO,PALESTRO,VIA PALESTRO,{BFF7A482-8857-4F9A-A93D-6547B34E87AC},,,226.76211823700
3310,VIA,VIA,N. PALLI,NATALE PALLI,PALLI,VIA N. PALLI,{AFA9BCB5-3815-49A3-AC42-25FAD0404C01},,,77.06978165030
3315,VIA,VIA,PALMANOVA,PALMANOVA,PALMANOVA,VIA PALMANOVA,{80D87D0E-1481-45F0-B0E4-C183775CF651},,,458.12976397500
3318,VIA,VIA,PANARO,PANARO,PANARO,VIA PANARO,{18263605-B010-4BA7-90FA-D76EF9356B05},,,670.31273022100
3320,VIA,VIA,G. PANDOLFI,GIACOMO PANDOLFI,PANDOLFI,VIA G. PANDOLFI,{6A169A45-E77C-4A5C-AC91-03F05EB574C3},,,90.94746324170
3325,VIA,VIA,M. PANICALI,MARINO PANICALI,PANICALI,VIA M. PANICALI,{AACC4493-EBBC-411F-8A2E-13F79EEE393A},,,140.69595985500
3350,PZA,PIAZZA,PAOLI,PAOLI,PAOLI,PZA PAOLI,{EE1FF272-774A-4A1C-AB0D-B504DE0DF52C},,,48.60339507630
3385,VLE,VIALE,DEI PARTIGIANI,DEI PARTIGIANI,PARTIGIANI,VLE DEI PARTIGIANI,{21790FED-37E1-4999-8B21-56A2FB24DBB2},,,410.72801741300
3390,VIA,VIA,G. PASCOLI,GIOVANNI PASCOLI,PASCOLI,VIA G. PASCOLI,{1D932CFD-1DB8-491E-87F1-1D0D02D9C27B},,,64.22531038000
3393,VIA,VIA,P. PASOLINI,PIERPAOLO PASOLINI,PASOLINI,VIA P. PASOLINI,{246F60C1-2A76-4657-B0DE-3768CF921F02},,,151.54737243000
3395,VIA,VIA,G. PASSERI,GIAMBATTISTA PASSERI,PASSERI,VIA G. PASSERI,{B3781F0F-5A88-4441-8CE8-2349A95C6FFD},,,432.77980835300
3400,VIA,VIA,PASTRENGO,PASTRENGO,PASTRENGO,VIA PASTRENGO,{3B309ADD-C269-4F99-9939-CCBA296AA352},,,135.46361533200
3405,VIA,VIA,PASUBIO,PASUBIO,PASUBIO,VIA PASUBIO,{E4444002-E10A-4EF6-97B7-4572E6DC6719},,,223.19217269200
3410,VIA,VIA,M. PATERNI,MARIO PATERNI,PATERNI,VIA M. PATERNI,{A4C7C6B6-CD19-4336-98B5-13315FA3FD32},,,544.51391783200
3335,PANORAMICA,PANORAMICA,ARDIZIO,PANORAMICA ARDIZIO,PANORAMICA ARDIZIO,PANORAMICA ARDIZIO,{36B01F1E-C378-46E2-8B01-C48ED87F530A},,,7313.83130581000
3355,VIA,VIA,D. PAOLI,DOMENICO PAOLI,PAOLI DOMENICO,VIA D. PAOLI,{E3A54BD1-868B-42C3-94C2-F917356E470A},,,698.64223018400
3360,VIA,VIA,G. PAOLUCCI,GIOVANNI PAOLUCCI,PAOLUCCI,VIA G. PAOLUCCI,{EB2E8084-F9B7-49C3-8370-BFEC264CF761},,,49.51076406540
3330,PANORAMICA,PANORAMICA,ADRIATICA,PANORAMICA ADRIATICA,PANORAMICA ADRIATICA,PANORAMICA ADRIATICA,{4E4DE76A-CEA5-40EF-B314-2506778158D4},,,17102.59608050000
3415,VIA,VIA,C. PAVESE,CESARE PAVESE,PAVESE,VIA C. PAVESE,{CF7BAA44-55C6-4B19-8AD9-35D3E594DD16},,,237.30170266600
3417,VIA,VIA,G. PATRIGNANI,GIOVANNI PATRIGNANI,PATRIGNANI,VIA G. PATRIGNANI,{A2F083C4-2ED7-46F7-8738-B6801B501D26},,,192.93600619700
3365,VIA,VIA,V. PARETO,VILFREDO PARETO,PARETO,VIA V. PARETO,{F616125F-DD74-49B2-AC5A-5F4E5F5BB611},,,119.29131612800
